Lon,Lat
91.845,23.919667
98.271976,8.85874
90.412518,23.810332
92.279502,24.471181
93.171122,26.577531
102.2541818,6.103022641
99.41177414,12.84784151
99.4004432,12.8667544
100.6499919,14.91307899
89.86611542,27.49515221
90.04837892,27.36494932
98.6084641,9.9528702
98.24725146,8.727338667
87.00691523,22.98915325
98.52747316,8.896389045
88.19136601,22.83629236
101.909695,14.487539
101.4587221,3.268393972
101.4610905,3.26754783
100.2949617,5.355241667
101.136612,4.622769418
100.3783632,13.7273267
101.6653883,3.0821445
96.44380233,27.53680149
101.9309624,14.5102491
89.813182,27.6321743
98.29519897,7.830033774
100.6344444,6.385448444
100.3056902,5.361056985
99.7725778,8.520909837
100.537208,13.88761152
101.9309624,14.5102491
100.443213,13.9292771
91.86582841,26.84769937
91.12139128,23.76146506
100.6702948,13.67724607
100.6702952,13.677249
99.86110926,8.173812895
99.3183589,14.14431604
100.701415,13.68360291
90.01203729,23.23720605
89.99401446,23.24593047
83.985567,28.209583
83.985567,28.209583
99.28383233,10.60771446
100.626838,13.609863
99.5911601,12.8437595
99.48924327,12.80062297
101.658546,3.561160078
101.6108443,3.123401384
101.610167,3.121045883
87.78517395,22.63508365
91.993611,26.150044
91.86911345,26.84738737
101.5285154,3.1071444
103.1065967,11.58775833
103.8680712,13.32098809
100.6756059,6.338474302
95.60760805,27.39408963
100.0654445,6.616758333
98.31406695,8.828737634
98.57101079,8.882844992
87.57414667,21.638695
88.47408984,22.60303316
89.77964181,21.85610448
99.96000254,9.573175935
101.9309624,14.5102491
98.53077833,8.901186667
99.3552,13.54203371
101.26424,6.01466
100.3027859,5.458395242
100.5164105,13.8436154
98.45968086,9.837774936
100.2642054,6.566156825
100.6068114,13.68334278
103.6594267,1.534360989
98.5254289,8.8939192
99.8604867,8.1553847
98.46793234,9.824647054
99.23295435,13.57698444
98.46777309,9.825000538
98.24390333,8.601483333
99.55781205,12.81080979
98.4680222,9.824600804
99.04199217,7.719467139
100.6013322,13.66813056
95.50022867,18.49234846
100.807461,13.74129734
100.4171808,7.466044465
100.614347,7.175150304
99.15622816,14.12635808
98.39759667,7.815228333
98.30395659,8.085573558
100.6944344,13.84090927
100.3834162,5.478597113
95.43580268,27.48651597
98.39767887,7.815219658
101.0208809,13.22856685
88.289973,27.314431
100.0862998,13.04321266
100.7295398,14.01675533
92.46383266,27.19497509
98.61563974,9.94636009
98.59871752,9.949387681
100.8036436,13.744026
100.6559503,13.98922311
98.4293891,9.3668174
98.46741971,9.825116164
103.7461281,1.48058623
98.608464,9.954338695
100.3834162,5.478597113
99.32837135,13.5389141
99.22988959,13.55514278
103.1404601,5.307641961
101.3692998,14.43560247
98.46733823,9.824731295
98.40763833,7.808755
101.7646002,2.835905041
99.86850556,8.759711111
99.869125,8.759841667
100.4948267,5.226128242
99.65618312,12.91031317
99.5655993,12.78038312
90.4485324,27.4584389
89.56761483,27.0902496
100.0562594,9.783840229
100.7540028,13.53536667
100.4680677,7.153765692
100.6559149,13.99069777
89.8666729,27.5146825
98.5389723,8.534718
100.4297983,7.49505
100.6521784,13.98660048
100.4963418,13.90428308
90.10976903,27.30116779
100.2225117,13.47259167
100.670498,13.63854803
101.0901058,4.597473998
100.2604,5.480168047
98.30008,7.844595
99.84981389,8.184744444
99.84975278,8.184780556
101.42149,13.0720368
99.84901111,8.185463889
99.9410383,13.2586864
100.6793972,13.84934167
100.6524845,13.99084358
98.40946692,8.694041719
100.6702465,13.67823328
88.77078635,26.69225991
98.91693576,8.116757386
100.7295397,14.0167511
100.5040909,13.71343501
96.14018362,16.73158536
100.5817327,14.34312342
100.5815848,14.34275399
101.3642,6.060720724
92.70453775,23.72504129
92.70443797,23.72528797
77.85405731,30.12688825
101.4413293,13.14822568
100.6357776,13.74152177
99.31966446,10.67967622
99.85020559,8.184324559
101.2401928,3.349390175
96.17697536,16.78858473
96.17529363,16.7879768
96.15880687,16.79450989
98.31530833,7.777378333
95.62682716,16.77204117
88.3339234,22.8041604
100.5816659,14.34311772
102.7680406,5.643299278
101.807309,2.998038
101.807309,2.998038
98.2835184,7.861032357
101.402616,3.013044431
98.50696418,8.889761843
100.0307398,5.258144019
91.795167,24.3309
100.7148321,14.04919336
100.7148796,14.04921578
100.8043262,13.74654301
100.7044457,14.04381727
95.16984332,28.10406145
100.6658025,13.60212194
100.3552597,13.78981258
100.6526514,13.98756129
100.4439147,13.66832375
100.4923135,7.113050863
100.6691784,13.63697476
101.8618028,14.90867536
100.6576509,13.91225378
101.7680069,3.49890781
100.6558533,13.9909
88.41616262,22.5846103
91.66296657,26.15403827
100.1914907,16.8013547
91.55563328,27.33459367
101.5837466,3.130162875
100.4133698,14.87746694
91.66709684,26.14639514
100.6557083,13.99048
101.3685466,14.53628338
100.7323333,14.25246628
99.6317361,12.8850041
89.56768021,22.29708448
100.3058118,5.376403518
99.6317361,12.8850041
99.65078576,12.92735957
101.5105225,3.17724557
101.4114904,3.401150682
101.5197592,3.123848641
100.3448475,13.69413129
100.3443362,13.69247728
99.23228413,13.5844616
79.43851157,29.00264586
99.72533646,6.415959984
101.6624032,3.561106886
100.7244395,5.363489177
100.0623523,6.548633121
100.6658541,13.60212813
91.86616972,26.84730331
100.4672768,13.71093271
99.24527668,8.916383955
99.05137901,8.581676322
98.91875699,8.444466349
98.6399033,8.497046285
98.76074841,8.541464651
98.65021814,8.570431288
99.15840138,9.099223879
100.7418116,14.22246073
99.67485,7.032463833
99.11535958,9.683428627
100.6558133,13.98946333
97.94180384,24.68532989
88.3898552,22.9011588
88.10417477,27.09544346
96.45284167,16.52222833
99.9812741,12.3944246
99.07922622,9.669838428
94.59704574,26.78011439
99.91031275,8.641806324
91.16747623,26.75031972
98.81397156,8.153316108
99.40557294,8.344064564
98.58307219,7.991065914
99.76863861,12.40129375
88.50578376,27.44542613
98.5308,8.90107
100.7207742,13.79448132
98.96907,7.82892
101.1886284,3.50593136
99.59926919,11.51694999
99.52640612,11.57100177
89.79176225,21.95202774
88.33364781,21.66967605
88.4776764,22.6018071
101.0726472,5.789383333
101.3800664,3.019425941
100.7026376,13.6916825
102.6287664,17.92575472
98.23789752,8.625246277
100.426375,5.389935972
91.556444,27.333
96.19999225,16.7937719
101.6319278,3.138488889
101.5005225,3.171168005
101.5005582,3.171173341
101.5005856,3.171188345
98.9943161,8.073386192
100.5402,7.010861117
98.37837982,9.28840065
98.59018743,8.506222921
100.6686746,13.53407483
99.34782196,9.062060431
101.1479217,4.013296667
99.35306984,9.055686583
99.39790333,7.221713333
91.83486063,22.37517931
99.03121937,7.581590705
100.6997482,13.69074717
100.591507,14.27602016
100.591507,14.27602016
91.80745851,22.50846231
104.0739465,11.38411651
101.1592417,6.127661167
98.5108816,8.4063143
99.10134975,8.118924108
100.6054535,14.34846592
100.0423805,13.07345833
100.3924659,13.83978759
100.8168633,13.74643
100.6561133,13.98833833
98.95079167,8.908803333
95.8093736,28.18513801
100.303661,5.358855674
99.34709677,9.150735265
96.16666669,16.78333331
94.75902778,16.27755556
94.75902778,16.27755556
94.75902778,16.27755556
94.77533333,20.34911111
94.15872222,21.14211111
97.91875,27.44122222
97.81419444,27.50613889
96.95741667,20.52591667
96.97036111,20.53891667
94.77325,16.27805556
94.77325,16.27805556
94.4115,22.30519444
94.78873889,16.25863889
94.54138889,17.725
95.23041667,15.86827778
93.93563889,21.36647222
94.54438889,17.77825
96.91405556,20.60055556
94.75902778,16.27755556